Domain Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
academy.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
acadianasthriftymom.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
accelerantresearch.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
accesscreditnow.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
accessonline.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
accesswdun.com,Website,white,Display,"Streaming, OTT",43249012,General Market
accidentalhappybaker.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
accidentalhippies.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
accountinginfocus.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
accuweather.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aceattorney.fandom.com,Website,white,Display,"Streaming, OTT",124027420,General Market
acecombat.fandom.com,Website,white,Display,"Streaming, OTT",43951004,General Market
acedarspoon.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
aceh.tribunnews.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",162368363,General Market
acehardware.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
acentsationallife.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
acg1213.com,Website,white,Display,"Streaming, OTT",12317034,General Market
aclassictwist.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
acleanbake.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Sports Fans, Streaming, OTT",,Women Owned
aclu.org,Website,white,Premium Publisher,"Streaming, OTT",,General Market
acmeaom.pubfinity.com,Website,white,Display,"Streaming, OTT",201179530,General Market
acolorfulday.com,Video + Display,white,Video + Display,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
acordes.lacuerda.net,Website,white,Display,"Streaming, OTT",438034919,General Market
acordesweb.com,Website,white,Display,"Streaming, OTT",25476533,General Market
acorns.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
acountrygirlslife.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
acourtofthornsandroses.fandom.com,Website,white,Display,"Streaming, OTT",164258231,General Market
acronyms.thefreedictionary.com,Website,white,Display,"Streaming, OTT",14009175,General Market
acrostics.puzzlebaron.com,Website,white,Display,"Streaming, OTT",157897904,General Market
act.org,Website,white,Premium Publisher,"Streaming, OTT",,General Market
actblue.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
actionnetwork.org,Website,white,Premium Publisher,"Streaming, OTT",,General Market
active.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
activebeat.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
activehosted.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
activemeasure.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
activeplayer.io,Website,white,Display,"Streaming, OTT",26355444,General Market
activity-mom.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
actorle.com,Website,white,Display,"Streaming, OTT",52700026,General Market
actorsaccess.com,Website,white,Display,"Streaming, OTT",254892695,General Market
actsofsourdough.com,Website,white,Display,"Streaming, OTT",18509584,General Market
actstudent.org,Website,white,Premium Publisher,"Streaming, OTT",,General Market
actu.caminteresse.fr,Website,white,Display,"Streaming, OTT",86699050,General Market
actu.capital.fr,Website,white,Display,"Streaming, OTT",472673834,General Market
actu.cuisineactuelle.fr,Website,white,Display,"Streaming, OTT",19445083,General Market
actu.fr,Website,white,Display,"Streaming, OTT",4340607048,General Market
actu.gala.fr,Website,white,Display,"Streaming, OTT",968516410,General Market
actu.geo.fr,Website,white,Display,"Streaming, OTT",127549628,General Market
actu.marieclaire.fr,Website,white,Display,"Streaming, OTT",11026809,General Market
actu.orange.fr,Website,white,Display,"Streaming, OTT",293668067,General Market
actu.programme-tv.net,Website,white,Display,"Streaming, OTT",369755414,General Market
actu.purebreak.com,Website,white,Display,"Streaming, OTT",306024002,General Market
actu.voici.fr,Website,white,Display,"Streaming, OTT",709647510,General Market
actu17.fr,Website,white,Display,"Streaming, OTT",27725451,General Market
actualite.lachainemeteo.com,Website,white,Display,"Streaming, OTT",38953007,General Market
actuallymummy.co.uk,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
actuforcesdelordre.fr,Website,white,Display,"Streaming, OTT",18547828,General Market
acuityscheduling.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
acultivatednest.com,Website,white,Display,"Streaming, OTT",13499724,General Market
acupfullofsass.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
acura.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
acurazine.com,Website,white,Display,"Streaming, OTT",65425358,General Market
acurianhealth.com,Website,white,Premium Publisher,"Health, Wellness, Streaming, OTT",,General Market
ad-contents.jp,Website,white,Display,"Streaming, OTT",310033166,General Market
adage.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adajennifer.com,Video + Display,white,Video + Display,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
adamantkitchen.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adamtheautomator.com,Website,white,Display,"Auto, Streaming, OTT",21636021,General Market
adaptedmind.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adaras.se,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adashofdolly.com,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
adayinourshoes.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
addamsfamily.fandom.com,Website,white,Display,"Family, Parents, Streaming, OTT",50584958,General Market
addapinch.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
addevent.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
addictedtodates.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
addictedtoorganization.com,Website,white,Display,"Streaming, OTT",9945895,General Market
additudemag.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
addons.wago.io,Website,white,Display,"Streaming, OTT",1338701560,General Market
addressy.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
addsaltandserve.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adevarul.ro,Website,white,Display,"Streaming, OTT",621363215,General Market
adidas.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adiligentheart.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adimesaved.com,Website,white,Display,"Streaming, OTT",19176235,General Market
adirondackgirlatheart.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adishofdailylife.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adivineencounter.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adjar.grid.id,Website,white,Display,"Streaming, OTT",40028788,General Market
adme.media,Website,white,Display,"Streaming, OTT",328158850,General Market
administrator.de,Website,white,Display,"Streaming, OTT",48650555,General Market
admiresimple.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adn.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adnd2e.fandom.com,Website,white,Display,"Streaming, OTT",33998411,General Market
adobe.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adoptapet.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adoptme.fandom.com,Website,white,Display,"Streaming, OTT",89611877,General Market
adoptmevalues.gg,Website,white,Display,"Streaming, OTT",176710336,General Market
adorama.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adoredbyalex.com,Video + Display,white,Video + Display,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
adorefoods.com,Website,white,Display,"Food Enthusiasts, Streaming, OTT",60180630,General Market
adoreme.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adorocinema.com,Website,white,Display,"Streaming, OTT",378612381,General Market
adp.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adr-stock.com,Website,white,Display,"Streaming, OTT",42932496,General Market
adremover.org,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adrianalately.com,Video + Display,white,Video + Display,"Hispanic, Latino, Spanish-Language, Multicultural, Streaming, OTT",,Hispanic/Latino
adrianasbestrecipes.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
ads-d.viber.com,Website,white,Display,"Streaming, OTT",645508989,General Market
ads.nicovideo.jp,Website,white,Display,"Streaming, OTT",59132605,General Market
adsy.pw,Website,white,Display,"Streaming, OTT",9271082,General Market
adt.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adthrive.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
aducksoven.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adusty-trip.fandom.com,Website,white,Display,"Streaming, OTT",16625794,General Market
advance.net,Website,white,Premium Publisher,"Streaming, OTT",,General Market
advanceautoparts.com,Website,white,Premium Publisher,"Auto, Streaming, OTT",,General Market
advanced-astrology.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adventofascension.fandom.com,Website,white,Display,"Streaming, OTT",14982937,General Market
adventure-in-a-box.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adventureatwork.co,Video + Display,white,Video + Display,"Asian American, AAPI, Multicultural, Streaming, OTT",,AAPI
adventuremomblog.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adventuresbylana.com,Website,white,Display,"Streaming, OTT",10441488,General Market
adventuresnsunsets.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adventuresofadiymom.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Home, DIY, Streaming, OTT",,Women Owned
adventuresofanurse.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adventuresofaplusk.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adventuresofmel.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adventureswithart.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
adventuretime.fandom.com,Website,white,Display,"Streaming, OTT",140025152,General Market
adventuretravelfamily.co.uk,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Travel, Family, Parents, Streaming, OTT",,Women Owned
adventurousmiriam.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
advertisingnews.com,Website,white,Display,"News Consumers, Current Events, Streaming, OTT",9201000,General Market
advicefromatwentysomething.com,Video + Display,white,Video + Display,"Women-Owned, Female Audience, Streaming, OTT",,Women Owned
advicefromnobody.com,Website,white,Display,"Streaming, OTT",18483647,General Market
advocate.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
advrider.com,Website,white,Display,"Streaming, OTT",478311560,General Market
adweek.com,Website,white,Premium Publisher,"Streaming, OTT",,General Market
adzerk.net,Website,white,Premium Publisher,"Streaming, OTT",,General Market
