App/Platform Name,Publisher Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
Fruits Mania:Belle's Adventure,,Mobile App,white,Video/Streaming,"Streaming, OTT",645376988,General Market
Fthis,,Mobile App,white,Video/Streaming,"Streaming, OTT",40862556,General Market
Fubo.TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",760570753,General Market
Fubo: Watch Live TV & Sports,,Mobile App,white,Video/Streaming,"Sports Fans, Streaming, OTT",83991820,General Market
FuboTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",796261842,General Market
Fussball Transfers,,Mobile App,white,Video/Streaming,"Streaming, OTT",26749142,General Market
GPS Speedometer  ,,Mobile App,white,Video/Streaming,"Streaming, OTT",27062333,General Market
GPS Speedometer +,,Mobile App,white,Video/Streaming,"Streaming, OTT",264211591,General Market
GSN Casino: Slot Machine Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",19788888,General Market
Gala.de - Catch All,,Mobile App,white,Video/Streaming,"Streaming, OTT",11720588,General Market
Galería,,Mobile App,white,Video/Streaming,"Streaming, OTT",15926211,General Market
Gallery,,Mobile App,white,Video/Streaming,"Streaming, OTT",16824854,General Market
Gallery - Vault & Recycle Bin,,Mobile App,white,Video/Streaming,"Streaming, OTT",11772305,General Market
Game of Thrones Slots Casino,,Mobile App,white,Video/Streaming,"Streaming, OTT",86147799,General Market
Game of Words: Word Puzzles,,Mobile App,white,Video/Streaming,"Streaming, OTT",20058988,General Market
Games for Couples to Play,,Mobile App,white,Video/Streaming,"Streaming, OTT",39973089,General Market
Gangstar Vegas - Mafia action,,Mobile App,white,Video/Streaming,"Streaming, OTT",91142329,General Market
Gangstar Vegas: World of Crime,,Mobile App,white,Video/Streaming,"Streaming, OTT",188804689,General Market
Garden Joy,,Mobile App,white,Video/Streaming,"Streaming, OTT",13504211,General Market
Garten Nextbot: Murder story,,Mobile App,white,Video/Streaming,"Streaming, OTT",52660548,General Market
Gas Station Racing King,,Mobile App,white,Video/Streaming,"Streaming, OTT",59999204,General Market
Gazeta.pl LIVE,,Mobile App,white,Video/Streaming,"Streaming, OTT",14007529,General Market
Gazeta.pl LIVE Wiadomości,,Mobile App,white,Video/Streaming,"Streaming, OTT",35691395,General Market
Gazzetta.gr,,Mobile App,white,Video/Streaming,"Streaming, OTT",97942294,General Market
Giant Rush!,,Mobile App,white,Video/Streaming,"Streaming, OTT",83100371,General Market
Gin Rummy,,Mobile App,white,Video/Streaming,"Streaming, OTT",33477467,General Market
Gin Rummy (Android),,Mobile App,white,Video/Streaming,"Streaming, OTT",50151374,General Market
Gin Rummy (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",50214275,General Market
Gin Rummy *,,Mobile App,white,Video/Streaming,"Streaming, OTT",27508844,General Market
Gin Rummy Card Game Classic,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",30225019,General Market
Gin Rummy Classic,,Mobile App,white,Video/Streaming,"Streaming, OTT",690003479,General Market
Gin Rummy Classic?,,Mobile App,white,Video/Streaming,"Streaming, OTT",16732327,General Market
Gin Rummy Classic•,,Mobile App,white,Video/Streaming,"Streaming, OTT",274899016,General Market
Gin Rummy Plus,,Mobile App,white,Video/Streaming,"Streaming, OTT",11946525,General Market
Gin Rummy Plus - Fun Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",55676022,General Market
Gin Rummy Plus Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",19216256,General Market
Gin Rummy Plus: Fun Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",227325009,General Market
GinRummy,,Mobile App,white,Video/Streaming,"Streaming, OTT",34169360,General Market
Global Fashion Channel,,Mobile App,white,Video/Streaming,"Fashion, Beauty, Streaming, OTT",59145388,General Market
Global+Fashion+Channel,,Mobile App,white,Video/Streaming,"Fashion, Beauty, Streaming, OTT",89200902,General Market
GlobalFashionChannel,,Mobile App,white,Video/Streaming,"Fashion, Beauty, Streaming, OTT",53434058,General Market
Going Balls,,Mobile App,white,Video/Streaming,"Streaming, OTT",65857830,General Market
Going Balls ADR,,Mobile App,white,Video/Streaming,"Streaming, OTT",14755728,General Market
Golf Clash,,Mobile App,white,Video/Streaming,"Streaming, OTT",33601007,General Market
Golf King - World Tour,,Mobile App,white,Video/Streaming,"Streaming, OTT",18996226,General Market
Golf Rival,,Mobile App,white,Video/Streaming,"Streaming, OTT",53381129,General Market
Golf Strike,,Mobile App,white,Video/Streaming,"Streaming, OTT",37135859,General Market
GoodNovel - Stories & Novels,,Mobile App,white,Video/Streaming,"Streaming, OTT",11534444,General Market
Goods 3D Sorting: Match Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",13513209,General Market
Goods Match: Food Puzzles,,Mobile App,white,Video/Streaming,"Food Enthusiasts, Streaming, OTT",36855356,General Market
Goods Matching Games: 3D Sort,,Mobile App,white,Video/Streaming,"Streaming, OTT",282300276,General Market
Goods Puzzle: 3D Sorting Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",31790604,General Market
Goods Puzzle: Sort Challenge,,Mobile App,white,Video/Streaming,"Streaming, OTT",230624806,General Market
Goods Sort,,Mobile App,white,Video/Streaming,"Streaming, OTT",119955918,General Market
Goods Sort - Match Master,,Mobile App,white,Video/Streaming,"Streaming, OTT",24524443,General Market
Goods Sort - Sorting Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",110968777,General Market
Goods Sort:Match 3 Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",19359057,General Market
Goods Sorting,,Mobile App,white,Video/Streaming,"Streaming, OTT",51353869,General Market
Goods Sorting Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",61962908,General Market
Goods Sorting Games: 3D Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",105544277,General Market
Goods Sorting: Match 3 Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",56962381,General Market
Goods Sorting: Match 3 Puzzle PM_1945,,Mobile App,white,Video/Streaming,"Streaming, OTT",36069422,General Market
Goods Sort™ - Sorting Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",386885594,General Market
Goods Sort™ -Triple Busters 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",18643658,General Market
Goods Triple Match: Sorting 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",72680831,General Market
Goodville: Farm Game Adventure,,Mobile App,white,Video/Streaming,"Streaming, OTT",55464084,General Market
Graffiti Quote Color by number,,Mobile App,white,Video/Streaming,"Streaming, OTT",207124545,General Market
Grand Cash Slots,,Mobile App,white,Video/Streaming,"Streaming, OTT",19069703,General Market
Gravitas Ventures,,Mobile App,white,Video/Streaming,"Streaming, OTT",43081113,General Market
Gravity Rider Zero,,Mobile App,white,Video/Streaming,"Streaming, OTT",26180727,General Market
Grocery TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",51881402,General Market
Groovepad - Music ,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",79019142,General Market
Groovepad - Music & Beat Maker,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",20424123,General Market
Groovepad - music ,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",32348575,General Market
Groovepad - music & beat maker,,Mobile App,white,Video/Streaming,"Entertainment, Streaming, OTT",36088949,General Market
Growtopia,,Mobile App,white,Video/Streaming,"Streaming, OTT",206722871,General Market
Gummy Candy Blast-Fun Match 3,,Mobile App,white,Video/Streaming,"Streaming, OTT",12699087,General Market
Gumtree: Find local ads & jobs,,Mobile App,white,Video/Streaming,"Streaming, OTT",10925070,General Market
Gun Gang,,Mobile App,white,Video/Streaming,"Streaming, OTT",34703872,General Market
Gunshot Run - Action Shooting,,Mobile App,white,Video/Streaming,"Streaming, OTT",46863590,General Market
Gusher - Screen Broadcaster,,Mobile App,white,Video/Streaming,"Streaming, OTT",114464236,General Market
Gym Clicker Tap Hero,,Mobile App,white,Video/Streaming,"Streaming, OTT",17826924,General Market
HAP_IOS_Happy Printer,,Mobile App,white,Video/Streaming,"Streaming, OTT",38736273,General Market
HBCUGo,,CTV,white,Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
HGTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",16520038,General Market
HGTV GO,,Mobile App,white,Video/Streaming,"Streaming, OTT",304267551,General Market
HISTORY,,Mobile App,white,Video/Streaming,"Streaming, OTT",245717664,General Market
HISTORY: Watch TV Show Full Episodes & Specials,,Mobile App,white,Video/Streaming,"Streaming, OTT",110890163,General Market
HPReactApp,,Mobile App,white,Video/Streaming,"Streaming, OTT",270981271,General Market
Hair Tattoo,,Mobile App,white,Video/Streaming,"Streaming, OTT",10311846,General Market
Hallmark TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",8439629458,General Market
Halloween Witch Coloring Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",30566313,General Market
Hangman Words:Two Player Games,,Mobile App,white,Video/Streaming,"Asian American, AAPI, Multicultural, Streaming, OTT",105529109,Asian American/AAPI
Happy Color,,Mobile App,white,Video/Streaming,"Streaming, OTT",1110114648,General Market
Happy Color Android - Paint by Number,,Mobile App,white,Video/Streaming,"Streaming, OTT",165609169,General Market
Happy Color by Numbers Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",77042505,General Market
Happy Color iOS (NEW),,Mobile App,white,Video/Streaming,"Streaming, OTT",12351706,General Market
Happy Color® Art Coloring Book,,Mobile App,white,Video/Streaming,"Streaming, OTT",173590683,General Market
Happy Color® – Color by Number,,Mobile App,white,Video/Streaming,"Streaming, OTT",148223713,General Market
Happy Color® – jogo de pintar,,Mobile App,white,Video/Streaming,"Streaming, OTT",50128231,General Market
Happy Color®: Coloring Book,,Mobile App,white,Video/Streaming,"Streaming, OTT",1338979577,General Market
Happy Colour,,Mobile App,white,Video/Streaming,"Streaming, OTT",141726425,General Market
Happy Hospital,,Mobile App,white,Video/Streaming,"Streaming, OTT",10273651,General Market
Happy Hospital: Doctor ASMR,,Mobile App,white,Video/Streaming,"Streaming, OTT",11696575,General Market
Happy Printer,,Mobile App,white,Video/Streaming,"Streaming, OTT",68217899,General Market
Happy Puzzle® Shoot Block 2048,,Mobile App,white,Video/Streaming,"Streaming, OTT",37373686,General Market
Happy Puzzle™ Shoot Block 2048,,Mobile App,white,Video/Streaming,"Streaming, OTT",39868005,General Market
Harry Potter,,Mobile App,white,Video/Streaming,"Streaming, OTT",84833154,General Market
Harry Potter Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",89215776,General Market
Harry Potter iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",18395529,General Market
Harry Potter: Puzzles ,,Mobile App,white,Video/Streaming,"Streaming, OTT",140728964,General Market
Harry Potter: Puzzles & Spells,,Mobile App,white,Video/Streaming,"Streaming, OTT",20078461,General Market
Haystack Android TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",96088259,General Market
Haystack Apple TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",13700845,General Market
Haystack Fire TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",183360853,General Market
Haystack Roku,,Mobile App,white,AVOD/FAST,"Streaming, OTT",714876872,General Market
Haystack Samsung,,Mobile App,white,Video/Streaming,"Streaming, OTT",48235087,General Market
Haystack TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",1542225474,General Market
Haystack Vizio,,Mobile App,white,Video/Streaming,"Streaming, OTT",60425591,General Market
HaystackTV,,Mobile App,white,Video/Streaming,"Streaming, OTT",480142108,General Market
Health Tips | हेल्थ टिप्स,,Mobile App,white,Video/Streaming,"Health, Wellness, Streaming, OTT",243529511,General Market
Heart of Vegas,,Mobile App,white,Video/Streaming,"Streaming, OTT",10553829,General Market
Heart of Vegas - Slots Casino Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",14254635,General Market
Hearts,,Mobile App,white,Video/Streaming,"Streaming, OTT",343632614,General Market
Hearts (Android),,Mobile App,white,Video/Streaming,"Streaming, OTT",49193929,General Market
Hearts (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",27805196,General Market
Hearts + Android (MAX Mediation),,Mobile App,white,SVOD,"Streaming, OTT",20541050,General Market
Hearts - Card Game Classic,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",174549546,General Market
Hearts+ iOS (MAX Mediation),,Mobile App,white,SVOD,"Streaming, OTT",245462355,General Market
Hearts: Card Game,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",757139316,General Market
Heja,,Mobile App,white,Video/Streaming,"Streaming, OTT",50641308,General Market
Heja Sports Team Communication,,Mobile App,white,Video/Streaming,"Sports Fans, Streaming, OTT",16540150,General Market
Heli Monsters - Giant Hunter,,Mobile App,white,Video/Streaming,"Streaming, OTT",53292292,General Market
Helicopter Escape 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",2491921147,General Market
HellCopter,,Mobile App,white,Video/Streaming,"Streaming, OTT",286651322,General Market
Hero adventure: catch enemies,,Mobile App,white,Video/Streaming,"Streaming, OTT",48641373,General Market
Heroes 2,,Mobile App,white,Video/Streaming,"Streaming, OTT",9495334,General Market
Hexa Master 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",378451413,General Market
Hexa Master 3D - Color Sort,,Mobile App,white,Video/Streaming,"Streaming, OTT",9990567,General Market
Hexa Puzzle Game: Color Sort,,Mobile App,white,Video/Streaming,"Streaming, OTT",169446158,General Market
HiT 88.9,,Mobile App,white,Video/Streaming,"Streaming, OTT",69270761,General Market
Hidden Objects,,Mobile App,white,Video/Streaming,"Streaming, OTT",19430930,General Market
Hidden Objects - Find It Out,,Mobile App,white,Video/Streaming,"Streaming, OTT",51869297,General Market
Hidden Objects - The Journey,,Mobile App,white,Video/Streaming,"Streaming, OTT",490730916,General Market
Hidden Stuff,,Mobile App,white,Video/Streaming,"Streaming, OTT",79016167,General Market
Hide Pictures & Videos - FotoX,,Mobile App,white,Video/Streaming,"Streaming, OTT",20260520,General Market
Hiring Job 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",67102406,General Market
History,,Mobile App,white,Video/Streaming,"Streaming, OTT",69332156,General Market
Hit ,,Mobile App,white,Video/Streaming,"Streaming, OTT",38411262,General Market
Hit Master 3D - Knife Assassin,,Mobile App,white,Video/Streaming,"Streaming, OTT",53614767,General Market
Hit it Rich! Casino Slots Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",119129655,General Market
Holy Bible - KJV Verse,,Mobile App,white,Video/Streaming,"Streaming, OTT",20214359,General Market
Holy Bible - KJV+Verse,,Mobile App,white,Video/Streaming,"Streaming, OTT",40757155,General Market
Home Flip,,Mobile App,white,Video/Streaming,"Home, DIY, Streaming, OTT",18062907,General Market
Hong Kong Toolbar,,Mobile App,white,Video/Streaming,"Streaming, OTT",26037275,General Market
Hoop Stars,,Mobile App,white,Video/Streaming,"Streaming, OTT",73090601,General Market
Hornet - Queer Social Network,,Mobile App,white,Video/Streaming,"Streaming, OTT",18280022,General Market
Horror Movies ,,Mobile App,white,Video/Streaming,"Streaming, OTT",37331972,General Market
Horror Movies & TV by Fawesome,,Mobile App,white,Video/Streaming,"Streaming, OTT",239919822,General Market
